protocol_id,call_packet_id,plan_id,provider,model_id,model_version_or_release,api_endpoint_family,credential_env_var,credential_env_var_present,scenario_id,contamination_tier,execution_level,seed,sample_index,prompt_template_id,prompt_version,temperature,top_p,max_tokens,prompt_packet_sha256,expected_provider_manifest_path,expected_submission_path,execution_status,blocking_reasons,redaction_contract,claim_scope
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_1,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_1,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,23,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:99f98ebb6c16c5d81ed4530006038f18e327538adf8a535afb02d04800979fd2,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_1.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_2,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_2,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,23,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:4ab89d8f0523e5d39d4c87b46ced758d62197bcfb78580461ce9e5778e8bee33,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_23__sample_2.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_0,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_0,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,31,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:3dbf9d2765ed5cad164804794dafc4279c9610c99ebdb1332319726183ce3050,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_0.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_1,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_1,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,31,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:0607cb53e17b944309f5100bdde4198429cf9c96bb0c5f33c4c5ebb4cf11fc9b,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_1.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_2,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_2,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,31,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:bb8300f19db6e0601396d63df698d0ec4d9ce6e7c841b67e65121c954c66b598,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_31__sample_2.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_0,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_0,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,37,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:08a786b38a859b9f2dd6c14de4c6c90a0735cc879b168e6ccd6ceeba9e2956df,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_0.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_1,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_1,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,37,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:7197a27000faba9e4872c764ee535b1d9a6d7241fd927382f1e741684127b295,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_1.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_2,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_2,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,37,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:af00f94fb3d6d21a02398c125f8886071531ab33b6c7c16090d2162f80e02266,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_37__sample_2.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_0,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_0,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,41,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:92c94f9cd979d4a6f4187dc431d14237e1d771d44cb62a631c72fae61613370e,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_0.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_1,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_1,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,41,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:4e5c193fbf2fa7ec59ad64b9a12ee7259b3875d433464cc0aa0e80632df0d37b,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_1.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_2,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_2,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,41,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:f1343361f0d9661d2598db5d58888ed201ba8206edca5306f9fceab8fa9ffbb6,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_41__sample_2.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_0,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_0,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,43,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:169ded001299674c23f45790413c5b6abe2ef23df38bc3ee8e8a1a32cb38bcfc,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_0.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_1,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_1,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,43,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:aa942e0218f03fbf344d891e4df417b7e587edc279d47abe31d35460d30d3061,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_1.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_2,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_2,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,43,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:cfa4aa9f1cc3b1014c7a3e4f1c85238d803a3900cf5a48122b4714b19dbfa997,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_43__sample_2.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_0,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_0,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,47,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:f3e7b7efb63f830b47e989840ee3aa2f26dd8161e538a64757513598d42d3130,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_0.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_1,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_1,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,47,1,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:d883ae7959526dc2d4b7c5b543dc6b34f5400a4494fabc528601f67bf8dcc0bc,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_1.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_1.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_2,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_2,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,47,2,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:0d208a2b9e4dd479221940fca854b9802a9361aeb33514e6ae7bf86f57d6ab5f,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_2.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_47__sample_2.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
trellm-v0.3-iclr-protocol,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_0,openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_0,openai,gpt-5.5,fixture-2026-05-17,responses,OPENAI_API_KEY,false,synthetic_calm_trend_c0_v0_3,C0,E1,53,0,trellm-allocation-v0.3,v0.3.0,0.2,1.0,1200,sha256:94c15dd41d3d986a6f81b8802c3ceea9e73875c7d6342387d7dee6e1c68ad698,outputs/v0_3_direct_api_matrix/provider_manifests/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_0.json,outputs/v0_3_direct_api_matrix/submissions/openai__gpt_5_5__synthetic_calm_trend_c0_v0_3__c0__e1__seed_53__sample_0.json,not_run,credential_env_var_missing,hash-only-public-manifest;raw-prompt-private;raw-response-private,Executable direct API call packet. It is not evidence until a live or cache-hit direct-provider manifest and benchmark submission are produced.
